classe_id,natureza,dispositivo_legal,artigo,polo_ativo,polo_passivo,justica
0,Jurisdição Voluntária,CPC,1125,Requerente,,just_es_1grau
33,,L. 8069/90,31 e 39,Requerente,Requerido,just_es_1grau
34,,L. 8069/90,39 e 155,Requerente,Requerido,just_es_1grau
35,,ECA,Art.115,Requerente,Adolescente,just_es_1grau
37,Recurso,7210/84,197,Agravante,Agravado,just_es_1grau
48,Recursal,Lei 12.594/2012 e LEP,Art. 39 (Lei 12.594/2012) e art. 197 (LEP),Agravante,Agravado,just_es_1grau
54,Jurisdição Voluntária,CPC,1113,Requerente,Interessado,just_es_1grau
53,,Lei 11343/06,"62, § 6º",,,just_es_1grau
55,Especial,L.E.,L.5.478/68,Autor,Réu,just_es_1grau
56,Cautelar,CPC,852,Requerente,Requerido,just_es_1grau
57,Jurisdição Voluntária,CC,1.639 § 2º ,Interessado,Interessado,just_es_1grau
58,,CPC,,,,just_es_1grau
59,Especial,L.E,L 6.858/80,Requerente,Interessado,just_es_1grau
60,Incidente,Lei 7210/84 - LEP; CPPM,187; 650,Requerente,,just_es_1grau
61,Especial,CPC,907,Autor,Réu,just_es_1grau
68,Cautelar,CPC,885,Requerente,Requerido,just_es_1grau
67,Especial,L.E.,DL.1.608/39 - 757,Requerente,Requerido,just_es_1grau
69,Especial,CPC,1071,Autor,Réu,just_es_1grau
71,,L. 8069/90,194-197,Requerente,Requerido,just_es_1grau
72,,L. 8069/90,191-193,Requerente,Requerido,just_es_1grau
77,Jurisdição Voluntária,CPC,1170,Requerente,,just_es_1grau
78,Cautelar,CPC,813,Requerente,Requerido,just_es_1grau
79,Incidente,CPP; CPPM,"134, 135 e 136; 206, 215 a 219",Requerente,Acusado,just_es_1grau
80,Especial,L.E.,DL.1.608/39 - 772,Requerente,Requerido,just_es_1grau
81,,CPC,1036,Requerente,Requerido,just_es_1grau
83,Especial,CPC,1.031 a 1.035,Requerente,Requerido,just_es_1grau
82,Cautelar,CPC,855,Requerente,Requerido,just_es_1grau
84,,CPC 2015,99,,,just_es_1grau
84,,Lei 1.060/50,6º,,,just_es_1grau
85,Cautelar,CPC,879,Requerente,Requerido,just_es_1grau
88,,ECA,"Art. 173, § 1º",Autoridade,Adolescente,just_es_1grau
89,Investigatória,CPP,289-A e 290,Autoridade,Acusado,just_es_1grau
90,Inquérito,CF; CPP; CPPM,"5º, LXII; 304; 230, al. ""a"" ",Autoridade,Flagranteado,just_es_1grau
91,,L. 8069/90,83,,,just_es_1grau
92,Incidente,Lei nº 11.343/06,art. 56 § 2º,,,just_es_1grau
93,Especial,L.E.,DL.1.608/39 - 765,Requerente,Requerido,just_es_1grau
94,Especial,L.8.560/92,2º,Requerente,Requerido,just_es_1grau
3,Especial,L.E.,L.8.078/90 - 91,Autor,Réu,just_es_1grau
6,Especial,L.E.,L 7.347/85;  L.10.741/03 (art. 74 e 81); L.8.069/90 (art. 210);  L. 8.078/90 (art. 81 e 82).,Autor,Réu,just_es_1grau
6,,L. 8069/90,"148, IV",Autor,Réu,just_es_1grau
4,Especial,Lei 8.429/92  ,,Autor,Réu,just_es_1grau
22,Comum,CPP,24 e 394 ,Autor,Réu,just_es_1grau
24,Comum,CPP,"394, § 1º, III; Lei 11.719/2008",Autor,Réu,just_es_1grau
23,Comum,CP,"394, § 1º, II; Lei 11.719/2008",Autor,Réu,just_es_1grau
19,Comum,CPP,406,Autor,Réu,just_es_1grau
25,Especial,L.E.,L.4.717/65 - 1º e 7º,Autor,Réu,just_es_1grau
7,,L. 8069/90,"148 § ú""g""",Requerente,Requerido,just_es_1grau
9,Especial,CPC,"914, II",Autor,Réu,just_es_1grau
96,Inquérito,ECA,"art. 173, § único",Autoridade,Autor do Fato,just_es_1grau
97,,CPC,art. 839,Requerente,Requerido,just_es_1grau
97,Cautelar,CPC,839,Requerente,Requerido,just_es_1grau
97,,,,,,just_es_1grau
98,Especial,L.E.,DL.911/69 - 3º,Autor,Réu,just_es_1grau
101,,CPC,"237, IV,",Requerente,Requerido,just_es_1grau
107,,CPP; CPPM,353-356;359,Deprecante,Deprecado,just_es_1grau
106,,CPC,202,Deprecante,Deprecado,just_es_1grau
110,,CPC,arts. 201 e 202,Deprecante,Deprecado,just_es_1grau
109,,CPC,arts. 201 e 202,Deprecante,Deprecado,just_es_1grau
103,,CPC - aplicação analógica,201,Ordenante,Ordenado,just_es_1grau
102,,CPC,202,Ordenante,Ordenado,just_es_1grau
105,,CPC,arts. 201 e 202,Ordenante,Ordenado,just_es_1grau
104,,CPC,arts. 201 e 202,Ordenante,Ordenado,just_es_1grau
117,Cautelar,L 8.397/92,2º e 5º,Requerente,Requerido,just_es_1grau
118,Cautelar,CPC,798,Requerente,Requerido,just_es_1grau
118,,CPC,art. 798,Requerente,Requerido,just_es_1grau
119,Cautelar,,,Requerente,Requerido,just_es_1grau
116,Cautelar,CPC,826,Requerente,Requerido,just_es_1grau
120,Especial,L.E.,DL.413/69 - 41,Autor,Réu,just_es_1grau
121,Especial,L.E.,"L.9.307/96 - 7º e 16, § 2º",Autor,Réu,just_es_1grau
123,Incidente,Lei 7210/84 - LEP; CPPM; Decreto Presidencial,"70, I; 643 e ss",Requerente,,just_es_1grau
124,Jurisdição Voluntária,CPC,1125,Requerente,,just_es_1grau
131,Especial,L.E.,L.8.245/91 - 67,Autor,Réu,just_es_1grau
130,Especial,CPC,890,Autor,Réu,just_es_1grau
133,Incidente,CPC 2015,"340, §1º",Requerente,Requerido,just_es_1grau
134,,CPC,871,Requerente,Requerido,just_es_1grau
136,Incidente,CP; Lei 7210/84 - LEP,"43, 44, §§ 4º e 5º;180, 183",Requerente,Requerido,just_es_1grau
137,Especial,L.E.,L.6.515/77 - 35,Requerente,Requerido ,just_es_1grau
144,Especial,L.E,L.9.605/98,Autor,Réu,just_es_1grau
145,Especial,CPP,524,Autor,Réu,just_es_1grau
146,Especial,L.9.279/96,"199, 200",Autor,Réu,just_es_1grau
147,Especial,L.9.609/98,"13,14",Autor,Réu,just_es_1grau
148,Especial,CPP,519,Autor,Réu,just_es_1grau
149,Comum,L.E,L.5.250/67 - 43 e L.9.099/95 - 66,Querelante,Querelado,just_es_1grau
150,Especial,CPP e L.E,513 e DL.201/67 - 2º,Autor,Réu,just_es_1grau
153,Execução,CPC,"475-I, § 1º e 475-O",Exequente,Executado,just_es_1grau
154,Execução,CPC,"475-I, § 1º e 475-O",Exequente,Executado,just_es_1grau
152,,,,,,just_es_1grau
151,Execução,CPC,"Art. 475-I, 475-J e 475-N",Exequente,Executado,just_es_1grau
155,Jurisdição Voluntária,CPC,1159,Requerente,Interessado,just_es_1grau
157,Especial,CPC,"947, 950 e 967",Autor,Réu,just_es_1grau
159,Especial,CPC,901,Autor,Réu,just_es_1grau
160,Especial,L.E.,L.8.866/94,Autor,Réu,just_es_1grau
162,Especial,L.E.,L.3.365/41 - 11,Autor,Réu,just_es_1grau
167,Especial,L.E.,L.8.245/91 - 59,Autor,Réu,just_es_1grau
168,Especial,L.E,L.8.245/91 - 62,Autor,Réu,just_es_1grau
169,Especial,L.E,L.8.245/91 - 62 I e VI,Autor,Réu,just_es_1grau
171,Especial,L.E.,L.6.383/76 - 19,Autor,Réu,just_es_1grau
175,especial,CPC 2015,599,autor,réu,just_es_1grau
174,,L.E.; CPC,DL.1.608/39 - 655; CPC 1.218 VII,Autor,Réu,just_es_1grau
172,,CF e CLT,"artigos 856/CLT e 114, § 2º, CF",Suscitante,Suscitado,just_es_1grau
176,Jurisdição Voluntária,CF; L.6.515/77,"226, § 6º;  40, §2º",Requerente,Requerente,just_es_1grau
177,Especial,CF; L.6.515/77,"226, § 6º;  40, § 3º",Requerente,Requerido,just_es_1grau
178,Especial,L.E.,L.6.015/73 - 198,Requerente,Interessado,just_es_1grau
180,,L. 8069/90,"148 , parágrafo único, ""e""",Requerente,,just_es_1grau
203,Recurso,Lei Nº. 6.830/80,34,Embargante,Embargado,just_es_1grau
204,Incidente,CPC2015,"702, §7º",Embargante,Embargado,just_es_1grau
189,Recurso,CPP; CPPM,619; 538,Embargante,Embargado,just_es_1grau
189,Recurso,CPC,535,Embargante,Embargado,just_es_1grau
194,Incidente,CPC,"745, IV e §§ 1º e 2º",Embargante,Embargado,just_es_1grau
195,,CPC,art. 1046,,,just_es_1grau
195,Incidente,CPP; CPPM,"130, II; 203, II",Embargante,Embargado,just_es_1grau
195,Especial,CPC,1046,Embargante,Embargado,just_es_1grau
196,Processo incidente,CPP; CPPM,"130, I; 203, I",Embargante,Embargado,just_es_1grau
182,Incidente,CPC,746,Embargante,Embargado,just_es_1grau
183,Incidente,CPC,746,Embargante,Embargado,just_es_1grau
184,Incidente,CPC,"736, 741 e 745",Embargante,Embargado,just_es_1grau
188,,L. 6830/80,16,Exequente,Executado,just_es_1grau
206,Jurisdição Voluntária,CPC,1205,Requerente,Interessado,just_es_1grau
217,Incidente,Lei 7210/84,185,Requerente,Requerido,just_es_1grau
208,Incidente,CPP; CPM,"523; 214, § 2.º, 215, parágrafo único",Excipiente,Excepto,just_es_1grau
209,Incidente,CPP; CPPM,110; 154 e 407/408,Excipiente,Excepto,just_es_1grau
210,Incidente,CPP,110,Excipiente,Excepto,just_es_1grau
211,Incidente,CPP; CPPM,"112; 128, ""a"", e ss.",Excipiente,Excepto,just_es_1grau
211,,CPC,"134, 304, 312 e ss. ",Excipiente,Excepto,just_es_1grau
211,,CPC,"134, 304, 312 e ss. ",,,just_es_1grau
212,,CPC,112;304,Excepto,Excipiente,just_es_1grau
212,,CPC,"112, 304  e 307 e ss. ",,,just_es_1grau
213,Incidente,CPP; CPPM,108; 143,Excipiente,Excepto,just_es_1grau
214,Incidente,CPP; CPPM,110; 148 ess.,Excipiente,Excepto,just_es_1grau
215,Incidente,CPP; CPPM,"96; 128, \""a\""",Excipiente,Excepto,just_es_1grau
215,,CPC,135; 304 e ss.,Excepto,Excipiente,just_es_1grau
215,,CPC,"135, 304 e 312 e ss",excipiente,excepto,just_es_1grau
218,EXECUÇÃO,CPC,730,Exequente,Executado,just_es_1grau
236,Especial,L. 6830/80,,Exequente,Executado,just_es_1grau
237,Execução,L. 5741/71,2º,Exequente,Executado,just_es_1grau
238,,Lei 7210/84 - LEP,"art. 2º, parágrafo único. ",,,just_es_1grau
220,,Lei 7210/84 - LEP; CPPM,"65; 6º, 588 e ss",,,just_es_1grau
221,Execução,CPC,733,Exequente,Executado,just_es_1grau
221,,L. 8069/90 e CPC,"L. 8069/90, art. 201, III; CPC, art. 733",Exequente,Executado,just_es_1grau
223,,7.210/84 (LEP),171 e ss,,,just_es_1grau
224,,8.069/90 (ECA),,Requerente,Adolescente,just_es_1grau
225,,ECA,"art. 214, § 1º",Exequente,Executado,just_es_1grau
228,,,,,,just_es_1grau
229,Execução,L.E.,"621, 632, 642, 730, 754, 759; L.9.099/95 - 53 e L.5.741/71 - 1º",Exequente,Executado,just_es_1grau
229,Execução,L. E.,"621, 632, 642, 730, 754, 759, L. 9.099/85",Exequente,Executado,just_es_1grau
230,,,,,,just_es_1grau
240,Cautelar,CPC,844,Requerente,Requerido,just_es_1grau
241,Incidente,CPC,360 e ss.,Autor,Réu,just_es_1grau
241,Incidente,CPC,360 e ss,Autor,Réu,just_es_1grau
241,Incidente,CPC,360 e ss,Requerente,Requerido,just_es_1grau
243,,11.101/05,159,,,just_es_1grau
246,Especial,L.E.,L.11.101/2005,Autor,Réu,just_es_1grau
247,,L. 8069/90,33,,,just_es_1grau
248,,CF; CPP; CPPM,"5º, LXVIII; 647 a 667; 466",Impetrante,Impetrado,just_es_1grau
249,Especial,L.E.,L.9.507/97,Impetrante,Impetrado,just_es_1grau
250,Especial,CPC,1055 a 1062,Requerente,Requerido,just_es_1grau
251,Especial,L.E.,"L.11.101/05 - 10, §5 e 13 a 15; CPC 1.017, § 1º",Requerente,Requerido,just_es_1grau
252,,Lei 8069/90,50,,,just_es_1grau
253,Administrativo,L.E.,L.6.015/73 - 67,Requerente,,just_es_1grau
254,Jurisdição Voluntária,CPC,1142,Requerente,,just_es_1grau
255,Especial,L.E.; CPC,"L 9099/95 - 57; 475, N, V",Requerentes,Requerentes,just_es_1grau
256,Cautelar,CPC,874,Requerente,Requerido,just_es_1grau
257,,12.850/13,7,,,just_es_1grau
258,Especial,L.E.,DL.1.075/70,Autor,Autor,just_es_1grau
259,Incidente,CPC,"475, J, § 1º, L, M",Impugnante,Impugnado,just_es_1grau
260,Incidente,CPC,"475, J, § 1º, L, M",,,just_es_1grau
261,Incidente,CPC,51,Impugnante,Impugnado,just_es_1grau
262,,,,,,just_es_1grau
262,Incidente,CPC,261,Impugnante,Impugnado,just_es_1grau
262,Incidente,CPC,261,Impugnante,Impugnado,just_es_1grau
263,,Lei 1060/50,"4º, § 2º e 7º, parágrafo único",,,just_es_1grau
263,Incidente,Lei 1.060/50,"4º, § 2º e art. 7º, parágrafo único",,,just_es_1grau
264,Especial,L.E.,L.11.101/05 - 8º e 13 a 15,Impugnante,Impugnado,just_es_1grau
267,Incidente,CPC 2015,133 a 137,Suscitante,Suscitado,just_es_1grau
269,Comum,CPC,390,Autor,Réu ,just_es_1grau
269,Incidente,CPP; CPPM,145; 163,Suscitante,Suscitado,just_es_1grau
269,,,,,,just_es_1grau
270,,,,,,just_es_1grau
274,,ECA,"112, § 3º",,,just_es_1grau
275,,CPC2015,146,,,just_es_1grau
277,,,,,,just_es_1grau
277,,,,,,just_es_1grau
277,Incidental,CPC 2015 ,Diversos,Requerente,Requerido,just_es_1grau
279,Incidente,Lei 7210/84 - LEP; CPPM,188; 643 e ss.,Requerente,,just_es_1grau
283,Especial,L.E.,L 6.024/74 - 44,Requerente,Requerido,just_es_1grau
285,Inquérito,CPP,4º ,Autor,Investigado,just_es_1grau
288,Incidente,CPP; CPPM,153; 156,Requerente,Acusado,just_es_1grau
289,Execução,CPC,754,Autor,Réu,just_es_1grau
290,Execução,CPC,754 ss,Exequente,Executado,just_es_1grau
291,Execução,CPC,759,Exequente,Executado,just_es_1grau
294,Ato,CPC,492,Autor,Réu,just_es_1grau
299,,CPC,932,,,just_es_1grau
298,Jurisdição Voluntária,CPC,1177,Requerente,Requerido,just_es_1grau
301,,,,,,just_es_1grau
300,,ECA,Art. 121,Requerente,Adolescente,just_es_1grau
302,,ECA,Art. 121 - § 1o ,Requerente,Adolescente,just_es_1grau
303,,CPC,867 a 873,,,just_es_1grau
309,Especial,CPC,982,Requerente,Inventariado,just_es_1grau
311,Cautelar,CPC,861,Requerente,Requerido,just_es_1grau
312,Cautelar,,,Requerente,Requerido,just_es_1grau
313,,CPC/1939,754,Requerente ,Requerido ,just_es_1grau
315,,ECA,Art.118,Requerente,Adolescente,just_es_1grau
316,Prisão/Liberdade,"CPP, CPPM",321 e 322 ; 270,Requerente,Requerido,just_es_1grau
320,Incidente,CPC,"475-A, § 2º",Requerente,Requerido,just_es_1grau
320,incidente,CPC 2015, inc. II do art. 509,autor,réu,just_es_1grau
321,Incidente,CPC,"475-A, § 2º",Requerente,Requerido,just_es_1grau
318,Incidente,CPC,"475-A, 475-E e 475-F",Autor,Réu,just_es_1grau
319,Incidente,CPC,"475-A, 475-C e 475-D. ",Autor,Réu,just_es_1grau
323,Incidental,Resolução CNJ 113/2010,4º,Autoridade,Executado,just_es_1grau
324,Especial,CF,5º LXXI ,Impetrante,Impetrado,just_es_1grau
325,,L. 8069/90,"201, IX",,,just_es_1grau
325,,CF; Lei 1533/51,"5º, LXIX; 1º",Impetrante,Impetrado,just_es_1grau
325,Especial,CF; Lei 12016/2009,"5º, LXIX; 1º",Impetrante,Impetrado,just_es_1grau
326,Especial,CF; Lei 8437/92; Lei 12016/2009,"5º, LXX; 2º; 21 a 23",Impetrante,Impetrado,just_es_1grau
332,Especial,Lei 9034/95,"2.º, II e III",Autoridade,Investigado,just_es_1grau
335,,Lei 10741/2003 (Estatuto do Idoso),45,,,just_es_1grau
334,,Lei 11340/06 (Maria da Penha),18 e ss,Requerente,Requerido,just_es_1grau
330,,L. 8069/90,art. 98,Requerente,Requerido,just_es_1grau
336,Especial,CPC,1.102A ,Autor,Réu,just_es_1grau
337,Especial,L.E.,L.818/49 - 15,Requerente,Interessado,just_es_1grau
338,,Lei 1060/50,"5º, § 3º",,,just_es_1grau
342,,CPC,867 a 873,,,just_es_1grau
343,Especial,CP; CPM,144; 221,Notificante,Notificado,just_es_1grau
344,Especial,Lei Esparsa,L.5.250/67 - 25,Notificante,Notificado,just_es_1grau
341,Inquérito,CPP,"40,67 CPP/RISTJ",Noticiante,Noticiado,just_es_1grau
345,Especial,CPC,934,Nunciante,Nunciado,just_es_1grau
346,,ECA,Art.116,Requerente,Adolescente,just_es_1grau
348,Incidente,CPC,56,Opoente,Oposto,just_es_1grau
349,Jurisdição Voluntária,CPC,1199,Requerente,Interessado,just_es_1grau
350,,CPC,888,,,just_es_1grau
351,Incidental,Resolução CNJ 113/2010,4º,Autoridade,Executado,just_es_1grau
353,,CPC,1103 E 1112,Requerente,Requerido,just_es_1grau
359,,,,,,just_es_1grau
355,Inquérito,CPP,46 § 1º ,Representante,Representado,just_es_1grau
357,Cautelar,CPP; CPPM,240; 170 e ss,Requerente,Acusado,just_es_1grau
360,Pré-Processual,"Lei 13.140/2015, CLT, Resolução CNJ 125/2010 e RITST","Art. 1º (Lei 13.140/2015), art. 764 (CLT), art. 4º (Resolução CNJ 125/2010) e art. 36, IV (RITST)",Requerente,Requerido,just_es_1grau
361,,8.069/1990,98,,,just_es_1grau
364,Prisão/Liberdade,CPP; CPPM,311; 254 e ss,Requerente,Acusado,just_es_1grau
365,Prisão/Liberdade,Lei 7960/89,1º e ss.,Requerente,Acusado,just_es_1grau
366,,"Leis de org. jud., regimentos e normas internas dos tribunais.",,,,just_es_1grau
367,Cautelar,Lei 9296/96,1º e ss.,Requerente,Acusado,just_es_1grau
368,Especial,L.E.,L.5.250/67 - 32,Autor,Réu,just_es_1grau
371,,L. 8069/90,155,Requerente,Requerido,just_es_1grau
372,,,,Requerente,Requerido,just_es_1grau
372,,,,Requerente,Requerido,just_es_1grau
372,,,,Requerente,Requerido,just_es_1grau
372,Ato,,RI e Resolução do CJF,Requerente,Requerido,just_es_1grau
373,Cautelar,CPC,877,Requerente,Requerido,just_es_1grau
375,,CPC,194,Requerente,Requerido,just_es_1grau
376,Especial,CPC,"914, I",Autor,Réu,just_es_1grau
377,,ECA,Art.117,Requerente,Adolescente,just_es_1grau
385,Comum,CPC,272 e 274,Autor,Réu,just_es_1grau
386,Incidente,"(art. 125, IV, do CPC e Res. 125/CNJ)",,REQUERENTE,REQUERIDO,just_es_1grau
395,Especial,11.343,48,Autor,Réu,just_es_1grau
396,Especial,L.E,L.4.898/65 - 12,Autor,Réu,just_es_1grau
397,,CPP,28; 41,,,just_es_1grau
401,,CPC,275,Autor ,Réu,just_es_1grau
390,,,,,,just_es_1grau
398,,CPC,arts. 272 e 274,,,just_es_1grau
404,,,,,,just_es_1grau
410,,ECA,,Autoridade,Adolescente,just_es_1grau
414,,"Lei 9.784/99, outras normas federais e normas estaduais.",,,,just_es_1grau
416,,"Lei 8.112/90 e outras leis federais, leis de organização judiciária, leis estaduais, regimentos internos e outras normas dos tribunais.",,Processante,Processado,just_es_1grau
431,Especial,CPP,531 e L.1.508/51,Autor,Réu,just_es_1grau
421,Especial,CP,"549, 550",Requerente,Requerido,just_es_1grau
422,,ECA,Art. 184,Autor,Adolescente,just_es_1grau
434,Cautelar,CPC 2015,381,Requerente,Requerido,just_es_1grau
435,Incidental,Resolução CNJ 113/2010,4º,Autoridade,Executado,just_es_1grau
437,Cautelar,CPC,867 A 873,Requerente,Requerido,just_es_1grau
438,Especial,CPC/39,DL.1.608/39 - 725,Requerente,Requerido,just_es_1grau
439,Recurso,CPP,607,Recorrente,Recorrido,just_es_1grau
440,,ECA,art. 153,Requerente,Requerido,just_es_1grau
444,Penal,CP; CPPM,93 a 95; 651,,,just_es_1grau
447,,"leis de org. jud., regimentos internos e outras normas dos tribunais.",,Reclamente,Reclamado,just_es_1grau
450,Pré-processual,Resolução CNJ nº 125,,Reclamante,Reclamado,just_es_1grau
451,Especial,L.E.,L 11.101/95 - 161,Requerente,,just_es_1grau
452,Especial,L.E.,L.11.101/95 - 51,Autor,Réu,just_es_1grau
469,Recurso,CPP; CPPM,581 e 582; 516,Recorrente,Recorrido,just_es_1grau
470,Recurso,CPP,581 a 583,Recorrente,Recorrido,just_es_1grau
489,Especial,L.E.,L.6.015/73 - 282,Requerente,,just_es_1grau
485,Administrativo,CCB e L. 6015/73,1540 e 1541,Autor,Réu,just_es_1grau
490,Incidental,Resolução CNJ 113/2010,4º,Autoridade,Executado,just_es_1grau
492,Especial,CPC,"888, VII",Requerente,Requerido,just_es_1grau
493,,L. 8069/90,102,Requerente,Requerido,just_es_1grau
491,Especial,CPC,707 a 711,Requerente,Requerido,just_es_1grau
494,,CPC,926 a 931,,,just_es_1grau
496,Especial,L.E.,"L 11.101/95 - 22, III, e cc 186",Relatante,,just_es_1grau
495,Inquérito,L. 8069/90,177,Autoridade,Adolescente,just_es_1grau
497,,CPP; CPPM,"310; 224, 247, § 2.º",Acusado,Autoridade,just_es_1grau
499,Incidental,Resolução CNJ 113/2010,4º,Autoridade,Execução,just_es_1grau
500,Incidente,Lei 7.210 - LEP,126 e ss,Requerente,Requerido,just_es_1grau
501,Especial,LE,L.6.015/73 - 266,Autor,Réu,just_es_1grau
502,Incidente,CPC,995,Requerente,Requerido,just_es_1grau
503,,L. 8069/90,"arts. 148, parágrafo único, f, 164, 184, §2º, 201, III.",,,just_es_1grau
505,Especial,CPC,L.8.245/91 - 71,Autor,Réu,just_es_1grau
508,Inquérito,CPP; CPPM,39; 33,Representante/Noticiante,Representado,just_es_1grau
512,Especial,DL 911/1969,"3º, § 12",Requerente,Requerido,just_es_1grau
513,Especial,DL 911/1969,"3º, § 12",Requerente,Requerido,just_es_1grau
515,,L. 8069/90,155,Requerente,Requerido,just_es_1grau
516,Especial,CPC,1063,Autor,Réu,just_es_1grau
516,Especial,CPP; CPPM,541; arts. 481 e ss,Autor,Réu,just_es_1grau
517,Especial,L.E.,L.11.101/2005 - 85,Requerente,Requerido,just_es_1grau
518,Incidente,CPP; CPPM,120; 190,Requerente,Requerido,just_es_1grau
519,Incidente,,,Requerente,Requerido,just_es_1grau
521,,L. 6015/73,212,,,just_es_1grau
522,,6015/73,109,,,just_es_1grau
527,Especial,L.E.,L 8.245/91 - 68,Autor,Réu,just_es_1grau
526,,L. 8069/90,137,Requerente,Requerido,just_es_1grau
529,Incidental,Resolução CNJ 113/2010,4º,Autoridade,Executado,just_es_1grau
533,,ECA,Art. 120,Requerente,Adolescente,just_es_1grau
537,Jurisdição Voluntária,CPC,1120 SS,Requerentes,,just_es_1grau
539,Comum,L 6515/77,34 a 39,Autor,Réu,just_es_1grau
538,Cautelar,CPC,"798 E 888, VI",Requerente,Requerido,just_es_1grau
540,Incidente,CPP; CPPM,125; 199,Requerente,Acusado,just_es_1grau
540,Cautelar,CPC,822,Requerente,Requerido,just_es_1grau
541,,"art. 143 e ss. da Lei 8.112/90, leis de org. judiciária, leis estaduais, regimentos e normas internas dos tribunais.",,Sindicante,Sindicado,just_es_1grau
543,Especial,CPC,1040,Requerente,Requerido,just_es_1grau
544,Especial,CC,1994,Autor,Réu,just_es_1grau
545,Incidente,7.210/84 - LEP,183,Requerente,Requerido,just_es_1grau
546,,L. 8069/90,"148, parágrafo único, ""c""",Requerente,Requerido,just_es_1grau
547,Especial,CC,1519 E 1520,Autor,Réu,just_es_1grau
557,,Lei Esparsa,L.9.099/95 - 69,Autoridade,Autor do Fato,just_es_1grau
558,Incidente,Lei 7210/84,86,Requerente,Requerido,just_es_1grau
559,,L. 8069/90,"36, L. 5869/73-1187",Requerente,Requerido,just_es_1grau
560,,,,requerente,requerido,just_es_1grau
560,Tutela Provisória,CPC 2015,303 e 304,Requerente,Requerido,just_es_1grau
561,,,,requerente,requerido,just_es_1grau
561,Tutela Provisória,CPC 2015,305 a 310,Requerente,Requerido,just_es_1grau
565,Tutela Provisória,CPC 2015,294 a 299,Requerente,Requerido,just_es_1grau
562,,L. 8069/90,"art. 36, parágrafo único",Requerente,Requerido,just_es_1grau
563,Jurisdição Voluntária,CPC,1187,Requerente,Interessado,just_es_1grau
564,,CPC,1194,Requerente,Requerido,just_es_1grau
568,Incidente,CP; Lei 7210/84 - LEP; CPM,"71, 75; 68, III, ""a""; 80, 81",Requerente,,just_es_1grau
569,Especial,"CPC, art. 941 e L.6.969/81 - 5º",,Autor,Réu,just_es_1grau
50,,CPC,1.021,Agravante,Agravado,just_es_2grau
51,,Regimentos Internos,,Agravante,Agravado,just_es_2grau
51,Recurso,CPC 2015,1.070,Agravante,Agravado,just_es_2grau
37,Recurso,7210/84,197,Agravante,Agravado,just_es_2grau
38,Recurso,CPC,522,Agravante,Agravado,just_es_2grau
43,,CPC - aplicação analógica,544,,,just_es_2grau
44,,CPC - aplicação analógica,544,,,just_es_2grau
44,Recurso,CPC,544,Agravante,Agravado,just_es_2grau
60,Incidente,Lei 7210/84 - LEP; CPPM,187; 650,Requerente,,just_es_2grau
62,Recurso,CPC,513,Apelante,Apelado,just_es_2grau
62,Recurso,CPP; Lei 8.069/90; CPPM,"593;198, I; 526",Apelante,Apelado,just_es_2grau
66,Recurso,CPC 2015," 1.009, c/c art. 496",Apelante,Apelado,just_es_2grau
65,Recurso,Lei Esparsa e CPC,L.1.533/51 - 12 e 17,Apelante,Apelado,just_es_2grau
78,Cautelar,CPC,813,Requerente,Requerido,just_es_2grau
79,Incidente,CPP; CPPM,"134, 135 e 136; 206, 215 a 219",Requerente,Acusado,just_es_2grau
82,Cautelar,CPC,855,Requerente,Requerido,just_es_2grau
84,,CPC 2015,99,,,just_es_2grau
84,,Lei 1.060/50,6º,,,just_es_2grau
85,Cautelar,CPC,879,Requerente,Requerido,just_es_2grau
89,Investigatória,CPP,289-A e 290,Autoridade,Acusado,just_es_2grau
90,Inquérito,CF; CPP; CPPM,"5º, LXII; 304; 230, al. ""a"" ",Autoridade,Flagranteado,just_es_2grau
92,Incidente,Lei nº 11.343/06,art. 56 § 2º,,,just_es_2grau
95,Administrativo,CPC; Regimentos Internos,"475, § 1º",Suscitante,Suscitado,just_es_2grau
6,Especial,L.E.,L 7.347/85;  L.10.741/03 (art. 74 e 81); L.8.069/90 (art. 210);  L. 8.078/90 (art. 81 e 82).,Autor,Réu,just_es_2grau
4,Especial,Lei 8.429/92  ,,Autor,Réu,just_es_2grau
22,Comum,CPP,24 e 394 ,Autor,Réu,just_es_2grau
24,Comum,CPP,"394, § 1º, III; Lei 11.719/2008",Autor,Réu,just_es_2grau
23,Comum,CP,"394, § 1º, II; Lei 11.719/2008",Autor,Réu,just_es_2grau
19,Comum,CPP,406,Autor,Réu,just_es_2grau
25,Especial,L.E.,L.4.717/65 - 1º e 7º,Autor,Réu,just_es_2grau
27,Especial,CPC,485,Autor,Réu,just_es_2grau
97,Cautelar,CPC,839,Requerente,Requerido,just_es_2grau
97,,,,,,just_es_2grau
101,,CPC,"237, IV,",Requerente,Requerido,just_es_2grau
107,,CPP; CPPM,353-356;359,Deprecante,Deprecado,just_es_2grau
106,,CPC,202,Deprecante,Deprecado,just_es_2grau
114,Recurso,CPP,639,Requerente,Requerido,just_es_2grau
103,,CPC - aplicação analógica,201,Ordenante,Ordenado,just_es_2grau
102,,CPC,202,Ordenante,Ordenado,just_es_2grau
118,Cautelar,CPC,798,Requerente,Requerido,just_es_2grau
119,Cautelar,,,Requerente,Requerido,just_es_2grau
116,Cautelar,CPC,826,Requerente,Requerido,just_es_2grau
122,Ato,RI,RI,Comunicante,Comunicado,just_es_2grau
